area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Bend-Redmond, OR",1977,48000,7.3826,3300,null,null,null,null
"Bend-Redmond, OR",1978,53300,11.0417,5300,null,null,null,null
"Bend-Redmond, OR",1979,58500,9.7561,5200,null,null,null,null
"Bend-Redmond, OR",1980,62142,6.2256,3642,null,null,null,null
"Bend-Redmond, OR",1981,63130,1.5899,988,null,null,null,null
"Bend-Redmond, OR",1982,63031,-0.1568,-99,1039,440,null,null
"Bend-Redmond, OR",1983,62516,-0.8171,-515,980,467,null,null
"Bend-Redmond, OR",1984,63839,2.1163,1323,978,490,null,null
"Bend-Redmond, OR",1985,64959,1.7544,1120,983,523,null,null
"Bend-Redmond, OR",1986,66160,1.8489,1201,949,546,null,null
"Bend-Redmond, OR",1987,66862,1.0611,702,941,539,null,null
"Bend-Redmond, OR",1988,68882,3.0211,2020,962,580,null,null
"Bend-Redmond, OR",1989,71415,3.6773,2533,1004,602,null,null
"Bend-Redmond, OR",1990,74976,4.9863,3561,770,440,null,null
"Bend-Redmond, OR",1991,80456,7.309,5480,1122,636,null,null
"Bend-Redmond, OR",1992,84199,4.6522,3743,1075,642,10,3244
"Bend-Redmond, OR",1993,88061,4.5868,3862,1097,616,18,3291
"Bend-Redmond, OR",1994,91393,3.7837,3332,1094,762,46,2903
"Bend-Redmond, OR",1995,95491,4.4839,4098,1175,747,40,3472
"Bend-Redmond, OR",1996,99362,4.0538,3871,1271,763,41,3164
"Bend-Redmond, OR",1997,102581,3.2397,3219,1310,793,70,2460
"Bend-Redmond, OR",1998,106820,4.1323,4239,1327,800,56,3446
"Bend-Redmond, OR",1999,111933,4.7866,5113,1352,801,50,4327
"Bend-Redmond, OR",2000,115367,3.0679,3434,null,null,null,null
"Bend-Redmond, OR",2001,120526,4.4718,5159,1460,951,116,3487
"Bend-Redmond, OR",2002,125247,3.917,4721,1444,966,103,4253
"Bend-Redmond, OR",2003,129094,3.0715,3847,1564,998,84,3173
"Bend-Redmond, OR",2004,133756,3.6113,4662,1589,939,85,4247
"Bend-Redmond, OR",2005,140567,5.0921,6811,1721,1052,82,6220
"Bend-Redmond, OR",2006,148149,5.3939,7582,1876,1061,85,6900
"Bend-Redmond, OR",2007,152633,3.0267,4484,2100,1079,77,3589
"Bend-Redmond, OR",2008,156820,2.7432,4187,2017,1164,76,3349
"Bend-Redmond, OR",2009,157345,0.3348,525,2071,1193,77,-115
"Bend-Redmond, OR",2010,157733,0.2466,388,426,371,5,82
"Bend-Redmond, OR",2011,159775,1.2946,2042,1709,1217,-43,1357
"Bend-Redmond, OR",2012,161765,1.2455,1990,1666,1312,-37,1712
"Bend-Redmond, OR",2013,165859,2.5308,4094,1697,1333,-18,3947
"Bend-Redmond, OR",2014,170193,2.6131,4334,1753,1342,1,3600
"Bend-Redmond, OR",2015,174942,2.7904,4749,1812,1409,5,4259
"Bend-Redmond, OR",2016,181307,3.6383,6365,1853,1455,3,5695
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Billings, MT",1970,95378,null,null,null,null,null,null
"Billings, MT",1971,98200,2.9588,2822,null,null,null,null
"Billings, MT",1972,100300,2.1385,2100,null,null,null,null
"Billings, MT",1973,102000,1.6949,1700,null,null,null,null
"Billings, MT",1974,105200,3.1373,3200,null,null,null,null
"Billings, MT",1975,107600,2.2814,2400,null,null,null,null
"Billings, MT",1976,110300,2.5093,2700,null,null,null,null
"Billings, MT",1977,112800,2.2665,2500,null,null,null,null
"Billings, MT",1978,116300,3.1028,3500,null,null,null,null
"Billings, MT",1979,117400,0.9458,1100,null,null,null,null
"Billings, MT",1980,117160,-0.2044,-240,null,null,null,null
"Billings, MT",1981,119645,2.121,2485,null,null,null,null
"Billings, MT",1982,122475,2.3653,2830,2088,874,null,null
"Billings, MT",1983,125635,2.5801,3160,2107,832,null,null
"Billings, MT",1984,128301,2.122,2666,2115,851,null,null
"Billings, MT",1985,128999,0.544,698,2090,920,null,null
"Billings, MT",1986,128041,-0.7426,-958,2007,930,null,null
"Billings, MT",1987,125649,-1.8682,-2392,1904,890,null,null
"Billings, MT",1988,123581,-1.6459,-2068,1781,913,null,null
"Billings, MT",1989,122761,-0.6635,-820,1734,949,null,null
"Billings, MT",1990,122411,-0.2851,-350,1302,705,null,null
"Billings, MT",1991,124295,1.5391,1884,1761,1011,null,null
"Billings, MT",1992,127568,2.6333,3273,1850,1026,27,2324
"Billings, MT",1993,130744,2.4897,3176,1758,1014,18,2305
"Billings, MT",1994,133239,1.9083,2495,1805,1083,38,1647
"Billings, MT",1995,135318,1.5604,2079,1755,1100,51,1229
"Billings, MT",1996,136818,1.1085,1500,1747,1189,44,798
"Billings, MT",1997,137674,0.6256,856,1841,1121,42,-79
"Billings, MT",1998,138062,0.2818,388,1751,1159,31,-368
"Billings, MT",1999,139319,0.9105,1257,1828,1145,27,508
"Billings, MT",2000,139946,0.45,627,null,null,null,null
"Billings, MT",2001,141458,1.0804,1512,1841,1236,53,649
"Billings, MT",2002,142891,1.013,1433,1821,1291,52,774
"Billings, MT",2003,144443,1.0861,1552,1859,1300,40,827
"Billings, MT",2004,146238,1.2427,1795,1943,1242,59,938
"Billings, MT",2005,148558,1.5865,2320,1994,1317,66,1455
"Billings, MT",2006,150471,1.2877,1913,1996,1306,67,1015
"Billings, MT",2007,152455,1.3185,1984,2111,1380,60,1071
"Billings, MT",2008,155110,1.7415,2655,2039,1347,59,1695
"Billings, MT",2009,157395,1.4731,2285,2089,1372,59,1440
"Billings, MT",2010,158934,0.9778,1539,519,393,12,283
"Billings, MT",2011,160768,1.1539,1834,2086,1470,49,741
"Billings, MT",2012,162853,1.2969,2085,2103,1444,77,1340
"Billings, MT",2013,165155,1.4135,2302,2053,1559,35,1682
"Billings, MT",2014,166739,0.9591,1584,2064,1447,45,987
"Billings, MT",2015,168164,0.8546,1425,2120,1521,46,760
"Billings, MT",2016,169728,0.93,1564,2096,1547,44,958
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Binghamton, NY",1970,268328,null,null,null,null,null,null
"Binghamton, NY",1971,270700,0.884,2372,null,null,null,null
"Binghamton, NY",1972,267600,-1.1452,-3100,null,null,null,null
"Binghamton, NY",1973,267500,-0.0374,-100,null,null,null,null
"Binghamton, NY",1974,265600,-0.7103,-1900,null,null,null,null
"Binghamton, NY",1975,268600,1.1295,3000,null,null,null,null
"Binghamton, NY",1976,269100,0.1862,500,null,null,null,null
"Binghamton, NY",1977,268700,-0.1486,-400,null,null,null,null
"Binghamton, NY",1978,267700,-0.3722,-1000,null,null,null,null
"Binghamton, NY",1979,267000,-0.2615,-700,null,null,null,null
"Binghamton, NY",1980,263460,-1.3258,-3540,null,null,null,null
"Binghamton, NY",1981,263859,0.1514,399,null,null,null,null
"Binghamton, NY",1982,264005,0.0553,146,3629,2410,null,null
"Binghamton, NY",1983,263473,-0.2015,-532,3587,2379,null,null
"Binghamton, NY",1984,263182,-0.1104,-291,3595,2374,null,null
"Binghamton, NY",1985,264719,0.584,1537,3692,2394,null,null
"Binghamton, NY",1986,263651,-0.4034,-1068,3769,2506,null,null
"Binghamton, NY",1987,262266,-0.5253,-1385,3759,2539,null,null
"Binghamton, NY",1988,263797,0.5838,1531,3801,2488,null,null
"Binghamton, NY",1989,264388,0.224,591,3778,2478,null,null
"Binghamton, NY",1990,264497,0.0412,109,2758,1837,null,null
"Binghamton, NY",1991,265632,0.4291,1135,3760,2477,null,null
"Binghamton, NY",1992,266571,0.3535,939,3592,2539,582,-1137
"Binghamton, NY",1993,265993,-0.2168,-578,3487,2482,513,-2542
"Binghamton, NY",1994,264082,-0.7184,-1911,3426,2491,341,-3598
"Binghamton, NY",1995,260079,-1.5158,-4003,3048,2399,370,-5473
"Binghamton, NY",1996,256702,-1.2985,-3377,3064,2400,333,-4786
"Binghamton, NY",1997,254213,-0.9696,-2489,2844,2612,388,-3572
"Binghamton, NY",1998,253235,-0.3847,-978,2775,2463,318,-2088
"Binghamton, NY",1999,252773,-0.1824,-462,2781,2467,328,-2124
"Binghamton, NY",2000,252320,-0.1792,-453,null,null,null,null
"Binghamton, NY",2001,252580,0.103,260,2795,2650,420,-911
"Binghamton, NY",2002,253430,0.3365,850,2698,2443,382,-550
"Binghamton, NY",2003,252932,-0.1965,-498,2637,2552,339,-1792
"Binghamton, NY",2004,252605,-0.1293,-327,2695,2533,302,-1552
"Binghamton, NY",2005,252088,-0.2047,-517,2593,2468,300,-1757
"Binghamton, NY",2006,252441,0.14,353,2581,2443,301,-887
"Binghamton, NY",2007,252442,0.0004,1,2755,2604,272,-1180
"Binghamton, NY",2008,252527,0.0337,85,2734,2433,268,-1059
"Binghamton, NY",2009,252171,-0.141,-356,2780,2377,271,-790
"Binghamton, NY",2010,251725,-0.1769,-446,628,556,113,-449
"Binghamton, NY",2011,250404,-0.5248,-1321,2527,2575,488,-1409
"Binghamton, NY",2012,249219,-0.4732,-1185,2574,2483,536,-1833
"Binghamton, NY",2013,248498,-0.2893,-721,2552,2541,543,-1208
"Binghamton, NY",2014,247462,-0.4169,-1036,2646,2526,580,-1677
"Binghamton, NY",2015,245879,-0.6397,-1583,2623,2543,604,-2277
"Binghamton, NY",2016,244094,-0.726,-1785,2600,2606,592,-2259
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Birmingham-Hoover, AL",1970,833075,null,null,null,null,null,null
"Birmingham-Hoover, AL",1971,845400,1.4795,12325,null,null,null,null
"Birmingham-Hoover, AL",1972,852700,0.8635,7300,null,null,null,null
"Birmingham-Hoover, AL",1973,864100,1.3369,11400,null,null,null,null
"Birmingham-Hoover, AL",1974,870200,0.7059,6100,null,null,null,null
"Birmingham-Hoover, AL",1975,883200,1.4939,13000,null,null,null,null
"Birmingham-Hoover, AL",1976,895600,1.404,12400,null,null,null,null
"Birmingham-Hoover, AL",1977,908600,1.4515,13000,null,null,null,null
"Birmingham-Hoover, AL",1978,919200,1.1666,10600,null,null,null,null
"Birmingham-Hoover, AL",1979,927900,0.9465,8700,null,null,null,null
"Birmingham-Hoover, AL",1980,930328,0.2617,2428,null,null,null,null
"Birmingham-Hoover, AL",1981,930227,-0.0109,-101,null,null,null,null
"Birmingham-Hoover, AL",1982,926197,-0.4332,-4030,14178,8867,null,null
"Birmingham-Hoover, AL",1983,927062,0.0934,865,13898,8793,null,null
"Birmingham-Hoover, AL",1984,931399,0.4678,4337,13918,8906,null,null
"Birmingham-Hoover, AL",1985,936926,0.5934,5527,13994,9160,null,null
"Birmingham-Hoover, AL",1986,941503,0.4885,4577,13945,9367,null,null
"Birmingham-Hoover, AL",1987,948471,0.7401,6968,14034,9423,null,null
"Birmingham-Hoover, AL",1988,951042,0.2711,2571,14311,9506,null,null
"Birmingham-Hoover, AL",1989,954416,0.3548,3374,14582,9611,null,null
"Birmingham-Hoover, AL",1990,956668,0.236,2252,11051,7176,null,null
"Birmingham-Hoover, AL",1991,969491,1.3404,12823,14867,9867,null,null
"Birmingham-Hoover, AL",1992,980037,1.0878,10546,14386,9854,305,3128
"Birmingham-Hoover, AL",1993,991884,1.2088,11847,14383,9852,376,4394
"Birmingham-Hoover, AL",1994,1003186,1.1394,11302,14246,10303,392,4462
"Birmingham-Hoover, AL",1995,1013634,1.0415,10448,14259,9879,513,5177
"Birmingham-Hoover, AL",1996,1022434,0.8682,8800,14167,10344,443,3224
"Birmingham-Hoover, AL",1997,1030425,0.7816,7991,14155,10396,533,3324
"Birmingham-Hoover, AL",1998,1039523,0.8829,9098,14554,10514,502,3176
"Birmingham-Hoover, AL",1999,1047440,0.7616,7917,14487,10656,469,3071
"Birmingham-Hoover, AL",2000,1052238,0.4581,4798,null,null,null,null
"Birmingham-Hoover, AL",2001,1059082,0.6504,6844,15135,10688,1605,705
"Birmingham-Hoover, AL",2002,1062966,0.3667,3884,14625,10842,1622,-754
"Birmingham-Hoover, AL",2003,1070886,0.7451,7920,14451,11162,1452,3659
"Birmingham-Hoover, AL",2004,1078204,0.6834,7318,14796,11287,1593,3311
"Birmingham-Hoover, AL",2005,1086318,0.7525,8114,14953,11089,1723,3370
"Birmingham-Hoover, AL",2006,1098818,1.1507,12500,15197,11095,1770,7397
"Birmingham-Hoover, AL",2007,1107256,0.7679,8438,15923,10911,1606,2577
"Birmingham-Hoover, AL",2008,1117101,0.8891,9845,15832,10881,1557,3737
"Birmingham-Hoover, AL",2009,1125271,0.7314,8170,15293,11155,1557,2418
"Birmingham-Hoover, AL",2010,1128047,0.2467,2776,3584,2643,294,-377
"Birmingham-Hoover, AL",2011,1130857,0.2491,2810,14798,11218,1146,-2780
"Birmingham-Hoover, AL",2012,1133917,0.2706,3060,14791,11187,785,-1295
"Birmingham-Hoover, AL",2013,1138578,0.4111,4661,14483,11701,793,1110
"Birmingham-Hoover, AL",2014,1141775,0.2808,3197,14285,11328,951,-334
"Birmingham-Hoover, AL",2015,1144857,0.2699,3082,14614,11694,1027,-865
"Birmingham-Hoover, AL",2016,1147417,0.2236,2560,14413,12010,1001,-581
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Bismarck, ND",1970,66978,null,null,null,null,null,null
"Bismarck, ND",1971,68000,1.5259,1022,null,null,null,null
"Bismarck, ND",1972,69100,1.6176,1100,null,null,null,null
"Bismarck, ND",1973,71200,3.0391,2100,null,null,null,null
"Bismarck, ND",1974,73000,2.5281,1800,null,null,null,null
"Bismarck, ND",1975,75700,3.6986,2700,null,null,null,null
"Bismarck, ND",1976,78100,3.1704,2400,null,null,null,null
"Bismarck, ND",1977,80100,2.5608,2000,null,null,null,null
"Bismarck, ND",1978,81700,1.9975,1600,null,null,null,null
"Bismarck, ND",1979,84200,3.06,2500,null,null,null,null
"Bismarck, ND",1980,86103,2.2601,1903,null,null,null,null
"Bismarck, ND",1981,87039,1.0871,936,null,null,null,null
"Bismarck, ND",1982,88228,1.3661,1189,1733,545,null,null
"Bismarck, ND",1983,89961,1.9642,1733,1709,574,null,null
"Bismarck, ND",1984,91367,1.5629,1406,1659,587,null,null
"Bismarck, ND",1985,91624,0.2813,257,1642,570,null,null
"Bismarck, ND",1986,91397,-0.2478,-227,1537,574,null,null
"Bismarck, ND",1987,90400,-1.0908,-997,1417,589,null,null
"Bismarck, ND",1988,90011,-0.4303,-389,1401,628,null,null
"Bismarck, ND",1989,89992,-0.0211,-19,1377,669,null,null
"Bismarck, ND",1990,89973,-0.0211,-19,1004,509,null,null
"Bismarck, ND",1991,90902,1.0325,929,1328,658,null,null
"Bismarck, ND",1992,92461,1.715,1559,1329,647,32,659
"Bismarck, ND",1993,94002,1.6666,1541,1287,684,22,749
"Bismarck, ND",1994,94993,1.0542,991,1238,699,48,228
"Bismarck, ND",1995,96355,1.4338,1362,1276,679,54,535
"Bismarck, ND",1996,97755,1.453,1400,1280,698,25,625
"Bismarck, ND",1997,98667,0.9329,912,1281,716,63,72
"Bismarck, ND",1998,99769,1.1169,1102,1250,706,76,206
"Bismarck, ND",1999,100303,0.5352,534,1226,714,70,-168
"Bismarck, ND",2000,100828,0.5234,525,null,null,null,null
"Bismarck, ND",2001,101289,0.4572,461,1254,818,50,-214
"Bismarck, ND",2002,102340,1.0376,1051,1246,802,36,535
"Bismarck, ND",2003,103201,0.8413,861,1312,812,11,306
"Bismarck, ND",2004,104211,0.9787,1010,1361,797,56,356
"Bismarck, ND",2005,105942,1.6611,1731,1390,726,41,1000
"Bismarck, ND",2006,107861,1.8114,1919,1511,827,50,1159
"Bismarck, ND",2007,109742,1.7439,1881,1490,808,41,1078
"Bismarck, ND",2008,111282,1.4033,1540,1561,889,45,844
"Bismarck, ND",2009,113143,1.6723,1861,1577,886,41,982
"Bismarck, ND",2010,114778,1.4451,1635,428,273,5,332
"Bismarck, ND",2011,117384,2.2705,2606,1593,964,21,1325
"Bismarck, ND",2012,120254,2.445,2870,1714,962,35,2052
"Bismarck, ND",2013,124035,3.1442,3781,1745,982,32,2942
"Bismarck, ND",2014,126754,2.1921,2719,1889,988,39,1725
"Bismarck, ND",2015,129717,2.3376,2963,2034,1052,42,1870
"Bismarck, ND",2016,131635,1.4786,1918,2039,1079,39,876
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Blacksburg-Christiansburg-Radford, VA",1970,114833,null,null,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1971,118100,2.845,3267,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1972,121000,2.4555,2900,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1973,124700,3.0579,3700,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1974,129400,3.769,4700,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1975,132600,2.473,3200,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1976,134500,1.4329,1900,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1977,137200,2.0074,2700,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1978,140000,2.0408,2800,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1979,141400,1,1400,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1980,141343,-0.0403,-57,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1981,143481,1.5126,2138,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",1982,143876,0.2753,395,1569,988,null,null
"Blacksburg-Christiansburg-Radford, VA",1983,143941,0.0452,65,1547,1035,null,null
"Blacksburg-Christiansburg-Radford, VA",1984,145187,0.8656,1246,1550,1054,null,null
"Blacksburg-Christiansburg-Radford, VA",1985,145916,0.5021,729,1586,1068,null,null
"Blacksburg-Christiansburg-Radford, VA",1986,147046,0.7744,1130,1629,1106,null,null
"Blacksburg-Christiansburg-Radford, VA",1987,148117,0.7283,1071,1600,1122,null,null
"Blacksburg-Christiansburg-Radford, VA",1988,150354,1.5103,2237,1630,1150,null,null
"Blacksburg-Christiansburg-Radford, VA",1989,151489,0.7549,1135,1683,1144,null,null
"Blacksburg-Christiansburg-Radford, VA",1990,152680,0.7862,1191,1260,849,null,null
"Blacksburg-Christiansburg-Radford, VA",1991,153932,0.82,1252,1708,1228,null,null
"Blacksburg-Christiansburg-Radford, VA",1992,155188,0.8159,1256,1695,1207,125,-60
"Blacksburg-Christiansburg-Radford, VA",1993,156096,0.5851,908,1633,1154,72,-347
"Blacksburg-Christiansburg-Radford, VA",1994,157612,0.9712,1516,1646,1271,105,321
"Blacksburg-Christiansburg-Radford, VA",1995,158380,0.4873,768,1678,1299,81,-412
"Blacksburg-Christiansburg-Radford, VA",1996,159164,0.495,784,1622,1285,137,-411
"Blacksburg-Christiansburg-Radford, VA",1997,160219,0.6628,1055,1664,1349,104,-112
"Blacksburg-Christiansburg-Radford, VA",1998,162444,1.3887,2225,1641,1331,73,1017
"Blacksburg-Christiansburg-Radford, VA",1999,164379,1.1912,1935,1677,1349,83,92
"Blacksburg-Christiansburg-Radford, VA",2000,165146,0.4666,767,null,null,null,null
"Blacksburg-Christiansburg-Radford, VA",2001,167434,1.3854,2288,1785,1368,475,970
"Blacksburg-Christiansburg-Radford, VA",2002,167498,0.0382,64,1518,1410,456,-779
"Blacksburg-Christiansburg-Radford, VA",2003,168270,0.4609,772,1627,1395,400,-70
"Blacksburg-Christiansburg-Radford, VA",2004,169018,0.4445,748,1710,1415,384,-96
"Blacksburg-Christiansburg-Radford, VA",2005,170990,1.1667,1972,1607,1429,401,1076
"Blacksburg-Christiansburg-Radford, VA",2006,173039,1.1983,2049,1568,1413,406,1218
"Blacksburg-Christiansburg-Radford, VA",2007,174908,1.0801,1869,1821,1419,372,893
"Blacksburg-Christiansburg-Radford, VA",2008,176348,0.8233,1440,1789,1466,346,457
"Blacksburg-Christiansburg-Radford, VA",2009,177535,0.6731,1187,1756,1420,352,465
"Blacksburg-Christiansburg-Radford, VA",2010,178237,0.3954,702,438,272,151,-38
"Blacksburg-Christiansburg-Radford, VA",2011,178893,0.368,656,1613,1478,643,-432
"Blacksburg-Christiansburg-Radford, VA",2012,179560,0.3728,667,1686,1469,712,-259
"Blacksburg-Christiansburg-Radford, VA",2013,180875,0.7323,1315,1738,1575,722,464
"Blacksburg-Christiansburg-Radford, VA",2014,181429,0.3063,554,1653,1538,801,-297
"Blacksburg-Christiansburg-Radford, VA",2015,181701,0.1499,272,1691,1450,829,-747
"Blacksburg-Christiansburg-Radford, VA",2016,182876,0.6467,1175,1688,1475,814,217
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Bloomington, IL",1970,121364,null,null,null,null,null,null
"Bloomington, IL",1971,124900,2.9135,3536,null,null,null,null
"Bloomington, IL",1972,130400,4.4035,5500,null,null,null,null
"Bloomington, IL",1973,131800,1.0736,1400,null,null,null,null
"Bloomington, IL",1974,132300,0.3794,500,null,null,null,null
"Bloomington, IL",1975,131600,-0.5291,-700,null,null,null,null
"Bloomington, IL",1976,133100,1.1398,1500,null,null,null,null
"Bloomington, IL",1977,134700,1.2021,1600,null,null,null,null
"Bloomington, IL",1978,135600,0.6682,900,null,null,null,null
"Bloomington, IL",1979,136300,0.5162,700,null,null,null,null
"Bloomington, IL",1980,137257,0.7021,957,null,null,null,null
"Bloomington, IL",1981,138131,0.6368,874,null,null,null,null
"Bloomington, IL",1982,138240,0.0789,109,2065,1045,null,null
"Bloomington, IL",1983,139295,0.7632,1055,2000,1050,null,null
"Bloomington, IL",1984,139879,0.4193,584,2001,1077,null,null
"Bloomington, IL",1985,140360,0.3439,481,1988,1108,null,null
"Bloomington, IL",1986,139774,-0.4175,-586,1879,1084,null,null
